name	color	hallmark	disease
COQ5	ADIPOGENESIS	ADIPOGENESIS	
D2HGDH	FATTY_ACID_METABOLISM	FATTY_ACID_METABOLISM	Glioblastoma Metabolic_Diseases Combined_D-2-_and_L-2-hydroxyglutaric_aciduria D-2-hydroxyglutaric_aciduria Diffuse_Large_B-Cell_Lymphoma Peripheral_Neuropathy D-2-HYDROXYGLUTARIC_ACIDURIA_1
TMPRSS5			
RPLP0	MYC_TARGETS_V1	MYC_TARGETS_V1	Breast_Carcinoma Asthma Colorectal_Carcinoma Inflammatory_Bowel_Diseases leukemia Colorectal_Cancer Secondary_malignant_neoplasm_of_liver Colon_Carcinoma Malignant_neoplasm_of_breast Liver_carcinoma Non-Small_Cell_Lung_Carcinoma
EHHADH		FATTY_ACID_METABOLISM PEROXISOME	Trifunctional_Protein_Deficiency_With_Myopathy_And_Neuropathy Parkinson_Disease Adrenoleukodystrophy Protein_Deficiency Liver_carcinoma Adult_Fanconi_syndrome Hyperinsulinism Liver_diseases Amyloidosis
KLC4			
DNAJC5G			
FTSJ1			ovarian_neoplasm Guillain-Barre_Syndrome Intellectual_Disability Mental_Retardation Group_B_Streptococcal_Infection Impaired_cognition Mental_Retardation,_X-Linked Guillain-Barre_Syndrome,_Familial
PABPC1L2B			
PDCD5			Arthritis Malignant_neoplasm_of_skin Myeloid_Leukemia,_Chronic Colorectal_Cancer Malignant_Glioma Degenerative_polyarthritis Glioma Malignant_neoplasm_of_lung Chondrosarcoma Colorectal_Carcinoma Hepatitis_B Malignant_neoplasm_of_stomach leukemia Liver_carcinoma Stomach_Carcinoma Osteosarcoma Osteosarcoma_of_bone Autoimmune_Diseases Rheumatoid_Arthritis Carcinoma_of_lung Stomach_Neoplasms Adenocarcinoma_of_lung_(disorder) Primary_malignant_neoplasm_of_lung
KLHL23			
RHOJ			Cutaneous_lymphoma Hepatosplenomegaly Subcutaneous_panniculitis-like_T-cell_lymphoma Childhood_Lymphoma Cataract Hepatosplenic_T-cell_lymphoma Cardiomyopathy,_Familial_Idiopathic Peripheral_T-Cell_Lymphoma Lymphoma T-Cell_Lymphoma Pancytopenia Adult_Lymphoma Endometriosis Panniculitis Isochromosomes Nasal_Type_Extranodal_NK/T-Cell_Lymphoma
SLC6A8		MYOGENESIS EPITHELIAL_MESENCHYMAL_TRANSITION UV_RESPONSE_UP HEME_METABOLISM	Dystonia Malignant_neoplasm_of_esophagus Attention_deficit_hyperactivity_disorder Turner_Syndrome Mental_Retardation,_X-Linked Astrocytoma Developmental_Disabilities Attention_Deficit_Disorder Adenocarcinoma_Of_Esophagus Learning_problems Fragile_X_Syndrome Guanidinoacetate_methyltransferase_deficiency Central_neuroblastoma Mild_Mental_Retardation Herpes_Simplex_Infections Heart_failure Esophageal_carcinoma Secondary_malignant_neoplasm_of_lymph_node Cataract Neuroblastoma Drug_Resistant_Epilepsy Malignant_tumor_of_cervix Adrenoleukodystrophy Hepatitis_B Congestive_heart_failure Attention-Deficit/Hyperactivity_Disorder,_Predominantly_Inattentive_Type Breast_Carcinoma Epilepsy Malignant_neoplasm_of_prostate Neoplasm_Metastasis Speech_and_language_disorder Klinefelter's_syndrome_-_male_with_more_than_two_X_chromosomes Impaired_cognition Pediatric_Obesity Arginine:Glycine_Amidinotransferase_Deficiency Sensorineural_Hearing_Loss_(disorder) Non-Small_Cell_Lung_Carcinoma Malignant_neoplasm_of_stomach Malnutrition Rett_Syndrome Cervix_carcinoma cervical_cancer Mental_Retardation Dystonia_Disorders Esophageal_Neoplasms Malignant_neoplasm_of_breast Stomach_Carcinoma Klinefelter_Syndrome Malignant_tumor_of_colon Colorectal_Cancer Hypercholesterolemia Intellectual_Disability Autism_Spectrum_Disorders Seizures Malignant_neoplasm_of_stomach_stage_IV Autistic_Disorder Creatine_deficiency,_X-linked Obesity Squamous_cell_carcinoma_of_esophagus Prostate_carcinoma
MT-ATP6			
RFC3		DNA_REPAIR E2F_TARGETS	Breast_Carcinoma Familial_multiple_trichoepitheliomata Malignant_neoplasm_of_stomach Colorectal_Cancer Adenocarcinoma_Of_Esophagus Stomach_Carcinoma Multiple_malignancy Leukemia,_Myelocytic,_Acute Malignant_neoplasm_of_breast Barrett_Esophagus
RHOQ			Breast_Carcinoma Colorectal_Cancer Malignant_neoplasm_of_breast Colorectal_Carcinoma
NAA11	SPERMATOGENESIS	SPERMATOGENESIS	Liver_carcinoma
ARL2			Malignant_neoplasm_of_breast Pancreatic_carcinoma Malignant_neoplasm_of_pancreas Adenocarcinoma Breast_Carcinoma Photoreceptor_degeneration Retinitis_Pigmentosa
CRYM			Amyotrophic_Lateral_Sclerosis Cataract Bilateral_cataracts_(disorder) Tumor_Progression Nonsyndromic_Deafness
GLIPR1L2			
ATP5C1			
RENBP			Malignant_tumor_of_cervix Cerebrovascular_accident Respiratory_Distress_Syndrome,_Adult Peripheral_Vascular_Diseases Differentiated_Thyroid_Gland_Carcinoma Primary_Effusion_Lymphoma Obesity Hypertensive_disease Addictive_Behavior Cervix_carcinoma Essential_Hypertension Kidney_Diseases Chronic_metabolic_disorder Diabetic_Nephropathy Lupus_Erythematosus,_Systemic Sialic_Acid_Storage_Disease,_Finnish_Type_(disorder) Aneurysm Neurologic_Symptoms Prostate_carcinoma Sialuria Atherosclerosis Kaposi_Sarcoma Dyslipidemias Diabetes_Mellitus,_Non-Insulin-Dependent Cerebral_Palsy Drug_Use_Disorders Renal_Insufficiency Neurodegenerative_Disorders Adult_T-Cell_Lymphoma/Leukemia Diabetes_Mellitus,_Insulin-Dependent Psychotic_symptom Age_related_macular_degeneration Familial_Retinoblastoma Diabetes Vascular_lesions Fibrosis,_Liver Neuromuscular_Diseases Malignant_neoplasm_of_stomach Fast_acetylator_due_to_N-acetyltransferase_enzyme_variant HIV_Infections Hyperglycemia Stomach_Carcinoma Aortic_Aneurysm,_Abdominal Coronary_heart_disease Myocardial_Infarction Kidney_Failure Diabetes_Mellitus Bladder_Neoplasm Tuberculosis,_Multidrug-Resistant Diabetic_Angiopathies cervical_cancer NONAKA_MYOPATHY Malignant_neoplasm_of_prostate Congenital_chromosomal_disease Arteriosclerosis Congestive_heart_failure Alzheimer's_Disease Hemophilia_A Allergic_disposition Plaque,_Amyloid Amyloidosis Peripheral_Arterial_Diseases Malignant_neoplasm_of_urinary_bladder Carcinoma_of_bladder Diabetic_Retinopathy Heart_failure Cardiovascular_Diseases Liver_carcinoma Degenerative_polyarthritis Dyskinetic_syndrome Tremor Hemophilia,_NOS Schizophrenia Tuberculosis Lung_diseases Liver_neoplasms Carcinogenesis Benign_Prostatic_Hyperplasia Vascular_Diseases
ATP6V0C	OXIDATIVE_PHOSPHORYLATION	OXIDATIVE_PHOSPHORYLATION	Neoplasm_Metastasis Malignant_neoplasm_of_breast Liver_carcinoma Refractory_cancer Secondary_malignant_neoplasm_of_lung Breast_Carcinoma
MRPL27			
TFRC		MTORC1_SIGNALING E2F_TARGETS UV_RESPONSE_UP HEME_METABOLISM	Primary_immune_deficiency_disorder Hematopoietic_Neoplasms Heart_failure Metastasis_from_malignant_tumor_of_prostate Steatohepatitis Acute_Erythroblastic_Leukemia Chronic_myeloproliferative_disorder IGA_Glomerulonephritis Anemia Malignant_tumor_of_colon Cholangiocarcinoma Pregnancy_in_Diabetics Rubella tumor_vasculature Aplastic_Anemia Prostate_carcinoma Malignant_neoplasm_of_ovary Precursor_T-Cell_Lymphoblastic_Leukemia-Lymphoma MYELODYSPLASTIC_SYNDROME Lymphomatous_Adult_T-Cell_Leukemia/Lymphoma Malignant_tumor_of_cervix Adult_Cholangiocarcinoma Malignant_neoplasm_of_lung Siderosis Superinfection Friedreich_Ataxia Hyperinsulinism Hepatitis_C,_Chronic M5b_Acute_differentiated_monocytic_leukemia Urethritis Obesity Pancreatic_carcinoma Fatty_Liver Acute_leukemia melanoma Mucocutaneous_Lymph_Node_Syndrome Metastatic_Prostate_Carcinoma Chronic_Lymphocytic_Leukemia HIV_Infections Secondary_malignant_neoplasm_of_lung Squamous_cell_carcinoma_of_esophagus Thalassemia Malignant_neoplasm_of_pancreas Congenital_dyserythropoietic_anemia,_type_II Central_neuroblastoma Carcinogenesis Breast_Carcinoma Common_acute_lymphoblastic_leukemia Congestive_heart_failure alpha-Thalassemia Malaria Glioma Glaucoma Cardiac_Arrest Neoplasm_Metastasis beta_Thalassemia Anemia_of_chronic_disease Mammary_adenocarcinoma Hematological_Disease Myeloid_Leukemia,_Chronic Beta_thalassemia_intermedia Neuroblastoma Renal_Cell_Carcinoma Hepatitis_A Iron_deficiency_anemia Invasive_carcinoma_of_breast Adrenoleukodystrophy Hepatitis_B Malignant_neoplasm_of_breast Carcinoma_of_bladder Lip_and_Oral_Cavity_Carcinoma Brain_Neoplasms Myelodysplasia Acute_Promyelocytic_Leukemia Gastrointestinal_Stromal_Tumors Celiac_Disease Werner_Syndrome Cervix_carcinoma Nonalcoholic_Steatohepatitis Iron_Overload Adult_T-Cell_Lymphoma/Leukemia Iron_deficiency Rhabdomyosarcoma Hepatocarcinogenesis Photoreceptor_degeneration Prolymphocytic_Leukemia Adenoma Leukemogenesis Squamous_cell_carcinoma_of_the_head_and_neck Thalassemia_Intermedia Hereditary_hemochromatosis Triple_Negative_Breast_Neoplasms beta^+^_Thalassemia Malignant_neoplasm_of_brain Moderate_mental_retardation_(I.Q._35-49) Varicella_zoster Colorectal_Cancer Carcinoma_of_lung Mammary_Neoplasms Ataxia_Telangiectasia Malignant_neoplasm_of_prostate Diabetes_Mellitus,_Non-Insulin-Dependent Thrombocytosis Acute_myelomonocytic_leukemia Malignant_neoplasm_of_mouth Non-transfusion_dependent_thalassaemia Pituitary_Adenoma Tuberous_Sclerosis Parkinson_Disease AIDS-Related_Non-Hodgkin_Lymphoma Alzheimer's_Disease cervical_cancer Precursor_B-cell_lymphoblastic_leukemia Trichohepatoenteric_Syndrome Childhood_Acute_Lymphoblastic_Leukemia Tumor_Progression Hodgkin_Disease Porphyria_Cutanea_Tarda Leukemia,_Myelocytic,_Acute Colitis Acute_Megakaryocytic_Leukemias Liver_neoplasms Hepatitis_C Multiple_Myeloma Burkitt_Lymphoma Gonorrhea Acute_monocytic_leukemia Liver_carcinoma Ovarian_Carcinoma African_Hemochromatosis Lymphoma,_Non-Hodgkin Myeloid_Leukemia Chronic_viral_hepatitis Anemia,_Sickle_Cell Anemia,_severe Hemorrhagic_Fevers,_Viral Squamous_cell_carcinoma Polycystic_Ovary_Syndrome HEMOCHROMATOSIS,_TYPE_1 Hemochromatosis Iron-Refractory_Iron_Deficiency_Anemia Nonspecific_urethritis STOMATOCYTOSIS_I Medulloblastoma Huntington_Disease PACHYONYCHIA_CONGENITA_3 Smoldering_Adult_T-Cell_Leukemia/Lymphoma Congenital_chromosomal_disease Solid_Neoplasm Adenocarcinoma_of_lung_(disorder) Chronic_Adult_T-Cell_Leukemia/Lymphoma Childhood_Medulloblastoma Bone_marrow_myeloid_dysplasia Promyelocytic_leukemia Colon_Carcinoma Colorectal_Carcinoma alpha^+^_Thalassemia Primary_malignant_neoplasm_of_lung Airway_Obstruction Anemia,_Diamond-Blackfan leukemia
RSL24D1			
APMAP			Colorectal_Carcinoma Neoplasm_Metastasis Diabetes_Mellitus Colorectal_Cancer
APEX2			Neurodegenerative_Disorders Down_Syndrome Degenerative_polyarthritis Mycoses
NAA10			Breast_Carcinoma Global_developmental_delay Colorectal_Cancer Carcinogenesis Nephrogenic_Diabetes_Insipidus,_Type_I Intellectual_Disability Developmental_delay_(disorder) Colitis Malignant_neoplasm_of_prostate Malignant_neoplasm_of_breast LIMB-MAMMARY_SYNDROME Microphthalmos Prostate_carcinoma LATERAL_MENINGOCELE_SYNDROME Colorectal_Carcinoma OGDEN_SYNDROME Congenital_Abnormality Cervical_Adenocarcinoma Microphthalmia,_syndromic_1
GALM	IL2_STAT5_SIGNALING	IL2_STAT5_SIGNALING	Ulcerative_Colitis Colorectal_Cancer Colorectal_Carcinoma Inflammatory_Bowel_Diseases Crohn_Disease Colitis
ADA		DNA_REPAIR P53_PATHWAY	Anemia,_Sickle_Cell Adenosine_deaminase_deficiency Disorder_of_immune_function Diffuse_Large_B-Cell_Lymphoma Combined_immunodeficiency Essential_Hypertension Rheumatoid_Arthritis Congestive_heart_failure Huntington_Disease Diabetes_Mellitus Hairy_Cell_Leukemia Bronchopulmonary_Dysplasia Myeloid_Leukemia,_Chronic GALACTOSIALIDOSIS Undifferentiated_leukemia HIV_encephalitis Post_MI Polyarteritis_Nodosa Lymphoproliferative_Disorders Degenerative_polyarthritis Congenital_hypoplastic_anemia Acute_Undifferentiated_Leukemia Low_Vision Tuberculosis,_Meningeal Impaired_glucose_tolerance Chronic_granulomatous_disease Carcinogenesis Cognition_Disorders Skin_Carcinogenesis Acquired_Immunodeficiency_Syndrome Choriocarcinoma Peyronie_Disease HIV_Encephalopathy Chronic_heart_failure Leishmaniasis Retinal_Diseases Glioblastoma Presenile_dementia Pneumonitis Severe_Combined_Immunodeficiency Wiskott-Aldrich_Syndrome Anemia,_Diamond-Blackfan Breast_Carcinoma Pediatric_Obesity Immunologic_Deficiency_Syndromes Giant_Cell_Fibroblastoma Cockayne_Syndrome Hashimoto_Disease Vesicular_Stomatitis Obesity X-Linked_Combined_Immunodeficiency_Diseases Histiocytic_sarcoma Macrocytosis Dermatofibrosarcoma_Protuberans Malignant_Neoplasms Chromosome_8,_trisomy Lupus_Erythematosus,_Systemic Amyotrophic_Lateral_Sclerosis Symmetrical_dyschromatosis_of_extremities Malignant_Pleural_Mesothelioma Autism_Spectrum_Disorders Stupor Metabolic_Syndrome_X Autistic_Disorder Hyperemia Sideroblastic_anemia Pleural_Tuberculosis Adult_Glioblastoma Dermatofibrosarcoma Pneumonia Acute_leukemia Malignant_Peripheral_Nerve_Sheath_Tumor Dementia Measles Pulmonary_Alveolar_Proteinosis Asthma Severe_combined_immunodeficiency_due_to_adenosine_deaminase_deficiency Dyslipidemias Acute_lymphocytic_leukemia Lymphopenia Skin_Diseases,_Genetic pricking_of_skin Blood_Group_Incompatibility Autoimmune_Diseases Ketosis Chronic_lung_disease Childhood_Glioblastoma Combined_immunodeficiency_disease Post-kala-azar_dermal_leishmaniasis Prostate_carcinoma leukemia Anemia,_Hemolytic Immune_System_Diseases Malignant_neoplasm_of_breast melanoma Diabetes_Mellitus,_Non-Insulin-Dependent Abnormality_of_the_skeletal_system hiv-infection/aids Bone_marrow_myeloid_dysplasia Vasculitis Purine-nucleoside_phosphorylase_deficiency XERODERMA_PIGMENTOSUM,_COMPLEMENTATION_GROUP_C Omenn_Syndrome Primary_immune_deficiency_disorder Uveitis Pancytopenia Diabetes Impaired_cognition Maturity_onset_diabetes_mellitus_in_young Reticulosarcoma Lymphocytosis Wheezing Malignant_neoplasm_of_prostate MYELODYSPLASTIC_SYNDROME Granulomatous_Disease,_Chronic,_X-Linked Acute_lower_respiratory_tract_infection T-Cell_Lymphoma Anemia,_Hemolytic,_Congenital Precursor_Cell_Lymphoblastic_Leukemia_Lymphoma Diabetes_Mellitus,_Insulin-Dependent Middle_East_Respiratory_Syndrome Partial_adenosine_deaminase_deficiency
DNASE1L1			
EXOSC2	UNFOLDED_PROTEIN_RESPONSE	UNFOLDED_PROTEIN_RESPONSE	
MOCOS	HEME_METABOLISM	HEME_METABOLISM	Hypouricemia Xanthinuria,_Type_II
COL7A1	EPITHELIAL_MESENCHYMAL_TRANSITION	EPITHELIAL_MESENCHYMAL_TRANSITION	Epidermolysis_Bullosa_Dystrophica Juvenile_Myoclonic_Epilepsy Dominant_dystrophic_epidermolysis_bullosa,_albopapular_type_(disorder) Epidermolysis_Bullosa_Pruriginosa Vesicular_Stomatitis Carcinogenesis Cockayne-Touraine_Disease Teratoma Skin_Diseases,_Bullous Dermatologic_disorders Poikiloderma_of_Kindler Junctional_Epidermolysis_Bullosa Transient_bullous_dermolysis_of_the_newborn Skin_Diseases,_Genetic Squamous_cell_carcinoma Multiple_Chronic_Conditions Bulla Late-onset_muscular_dystrophy Aplasia_Cutis_Congenita Localized_recessive_dystrophic_epidermolysis_bullosa melanoma Epidermolysis_bullosa,_pretibial Dystrophia_unguium Epidermolysis_Bullosa Squamous_cell_carcinoma_of_skin Malignant_neoplasm_of_skin Larsen_syndrome Hallopeau-Siemens_Disease Generalized_dystrophic_epidermolysis_bullosa Squamous_cell_carcinoma_of_esophagus Larsen_syndrome,_dominant_type
TDO2		XENOBIOTIC_METABOLISM FATTY_ACID_METABOLISM	Neoplasm_Metastasis Familial_hypertryptophanemia Plaque,_Amyloid Nonorganic_psychosis Bipolar_Disorder Amyloidosis Mental_disorders early_pregnancy Unipolar_Depression Breast_Carcinoma Alzheimer's_Disease Major_Depressive_Disorder Senile_Plaques Abnormal_behavior Behavior_Disorders Autistic_Disorder Gilles_de_la_Tourette_syndrome Obsessive_compulsive_behavior Schizophrenia Malignant_neoplasm_of_breast Triple_Negative_Breast_Neoplasms Brain_Neoplasms Tumor_Immunity Post-Traumatic_Stress_Disorder Psychotic_Disorders Alcoholic_Intoxication,_Chronic
IARS2			Leigh_Disease Bilateral_cataracts_(disorder) Hirschsprung_Disease Cataract CATARACTS,_GROWTH_HORMONE_DEFICIENCY,_SENSORY_NEUROPATHY,_SENSORINEURAL_HEARING_LOSS,_AND_SKELETAL_DYSPLASIA Hypertrophic_Cardiomyopathy MRSA_-_Methicillin_resistant_Staphylococcus_aureus_infection
RPE	GLYCOLYSIS	GLYCOLYSIS	Glycogen_storage_disease_type_II Cytomegalovirus_Infections Atrophoderma_maculatum Drusen Choroideremia Hypopigmentation_disorder Macular_dystrophy Vitelliform_Macular_Dystrophy Cone_dysfunction_syndrome Cavitation Adenomatous_Polyps STARGARDT_DISEASE_1_(disorder) USHER_SYNDROME,_TYPE_IB_(disorder) Stargardt_disease_3 Hereditary_macular_dystrophy Retinoblastoma Iron_Overload Adenomatous_Polyposis_Coli Retinal_Diseases Chorioretinal_atrophy Fundus_coloboma ALBINOIDISM,_OCULOCUTANEOUS,_AUTOSOMAL_DOMINANT LATE-ONSET_RETINAL_DEGENERATION_(disorder) SVEINSSON_CHORIORETINAL_ATROPHY Geographic_Atrophy FUNDUS_DYSTROPHY,_PSEUDOINFLAMMATORY,_OF_SORSBY Amaurosis_congenita_of_Leber,_type_1 Macular_degeneration Uveitis Central_areolar_choroidal_sclerosis Age_related_macular_degeneration Proliferative_vitreoretinopathy
SARS			HIV_Infections Brain_Diseases Peritonitis Measles Lung_diseases Encephalitis Acute_gastroenteritis Respiratory_Tract_Infections Common_Cold Influenza Malignant_neoplasm_of_breast Upper_Respiratory_Infections Middle_Eastern_Respiratory_Syndrome Middle_East_Respiratory_Syndrome Primary_atypical_pneumonia Atypical_pneumonia Mycoplasma_Infections Hepatitis Diffuse_alveolar_damage Liver_neoplasms Rabies_(disorder) Respiration_Disorders Breast_Carcinoma Pulmonary_Edema Liver_carcinoma Diarrhea Hemorrhagic_Fever,_Ebola Diabetes_Mellitus,_Insulin-Dependent Pneumonia Coronavirus_Infections Pneumonitis Colon_Carcinoma Vesicular_Stomatitis Virus_Diseases Respiratory_Failure Bronchitis Multiple_Sclerosis Respiratory_Tract_Diseases Intellectual_Disability Respiratory_Distress_Syndrome,_Adult Gastroenteritis Hepatitis_A Pulmonary_Fibrosis Influenza_A/H5N1 Tracheal_Diseases Severe_Acute_Respiratory_Syndrome
DIS3L2			Nephroblastomatosis,_fetal_ascites,_macrosomia_and_Wilms_tumor Nephroblastoma
MSMO1			Psoriasiform_eczema Dyslipidemias Obesity Global_developmental_delay Psoriasis Diabetes_Mellitus,_Non-Insulin-Dependent Developmental_delay_(disorder) Dermatologic_disorders
MPI	GLYCOLYSIS	GLYCOLYSIS	Cystic_Fibrosis Hyperinsulinism Congenital_disorder_of_glycosylation_type_1A Congenital_Disorders_of_Glycosylation Congenital_disorder_of_glycosylation_type_1B Fibrosis,_Liver Thrombocytopenia Glioma Severe_depression Hypoglycemia Blood_Coagulation_Disorders Deficiency_of_isomerase Protein-Losing_Enteropathies Seizures Stupor Alzheimer's_Disease EPILEPTIC_ENCEPHALOPATHY,_EARLY_INFANTILE,_36 Deficiency_of_mannose-6-phosphate_isomerase Spinocerebellar_Ataxia_Type_6_(disorder) Liver_diseases Diabetes_Mellitus,_Non-Insulin-Dependent Malignant_Glioma
TYR		XENOBIOTIC_METABOLISM HEME_METABOLISM	Sentinel_node_(disorder) Melanoma,_Amelanotic Albinism Chronic_progressive_external_ophthalmoplegia Yellow_mutant_oculocutaneous_albinism Peroxisome_Biogenesis_Disorder,_Complementation_Group_G Retinoblastoma Non-Small_Cell_Lung_Carcinoma Sarcoma Gilles_de_la_Tourette_syndrome ALBINOIDISM,_OCULOCUTANEOUS,_AUTOSOMAL_DOMINANT Influenza Experimental_Organism_Basal_Cell_Carcinoma Actinic_keratosis Central_neuroblastoma Neuroblastoma Autosomal_recessive_ocular_albinism Malignant_neoplasm_of_ovary Malignant_neoplasm_of_prostate Leukodystrophy Oculocutaneous_albinism_type_3 Progressive_cGVHD Tumor_Progression Adult_T-Cell_Lymphoma/Leukemia Piebaldism Albinism,_Tyrosinase-Negative Cystathionine_beta-Synthase_Deficiency_Disease Melanoma,_B16 Chediak-Higashi_Syndrome Neoplasm_Metastasis ALBINISM,_OCULOCUTANEOUS,_TYPE_IB_(disorder) Senile_lentigo Oculocutaneous_albinism_type_1 Autoimmune_endocrine_disease leukemia Leukemia,_Myeloid,_Chronic-Phase Smallpox Generalized_vitiligo Neoplasm,_Residual Mood_Disorders stage_II_melanoma Metastatic_melanoma Ovarian_Carcinoma Uveal_melanoma Homocystinuria Albinism,_Oculocutaneous Stage_IV_Skin_Melanoma Congenital_Abnormality Schizophrenia Malignant_melanoma,_metastatic Glycogen_storage_disease_type_II Herpes_Simplex_Infections Myeloid_Leukemia Hydrophthalmos Amelanotic_Skin_Melanoma Oculocutaneous_albinism_type_2 Malignant_Glioma Congenital_hypopigmentation Alcoholic_Intoxication,_Chronic Colon_Carcinoma Microphthalmos Vitiligo Congenital_chromosomal_disease Stage_III_Cutaneous_Melanoma_AJCC_v6 Multiple_Sclerosis Hantavirus_Infections Secondary_malignant_neoplasm_of_skin Lupus_Erythematosus,_Systemic Retinal_Detachment Tuberous_Sclerosis Hypopigmentation_disorder Epithelial_ovarian_cancer Parkinson_Disease VITILIGO-ASSOCIATED_MULTIPLE_AUTOIMMUNE_DISEASE_SUSCEPTIBILITY_1_(finding) Progressive_Neoplastic_Disease Prader-Willi_Syndrome Usher_Syndrome,_Type_I Malignant_desmoplastic_melanoma Waardenburg_Syndrome Hermanski-Pudlak_Syndrome Glioblastoma Usher_syndrome,_type_1A melanoma Secondary_malignant_neoplasm_of_lymph_node Malignant_neoplasm_of_skin Bipolar_Disorder Nonorganic_psychosis IMMUNE_SUPPRESSION Leukemia,_T-Cell Iris_Diseases Papilloma Psychotic_Disorders Coinfection Desmoplastic Albinism,_Ocular Squamous_cell_carcinoma Seborrheic_keratosis Nevus Primary_congenital_glaucoma Brain_Neoplasms Inborn_Errors_of_Metabolism Neoplasms,_Intracranial Developmental_Disabilities Myxoid_cyst Psoriasis Unspecified_visual_loss Cystic_Fibrosis Benign_melanocytic_nevus Cutaneous_Melanoma Breast_Carcinoma Prostate_carcinoma Malignant_neoplasm_of_breast Autoimmune_Diseases Anaplasia Melanocytic_nevus Secondary_malignant_neoplasm_of_spleen Mental_disorders Familial_lichen_amyloidosis Glioma Secondary_malignant_neoplasm_of_bone
MYL1	MYOGENESIS	MYOGENESIS	Rhabdomyosarcoma Hypertrophic_Cardiomyopathy
ENSG00000249209			
TXNDC9			
ABCG8	BILE_ACID_METABOLISM	BILE_ACID_METABOLISM	Cholesterol_gallstones Hypercholesterolemia Coronary_Arteriosclerosis Arteriosclerosis Anemia,_Hemolytic Kidney_Diseases Insulin_resistance_syndrome Gall_Bladder_Diseases Polygenic_hypercholesterolemia Cardiovascular_Diseases Metabolic_Syndrome_X Diabetes_Mellitus,_Non-Insulin-Dependent Malignant_neoplasm_of_gallbladder Biliary_Tract_Cancer Atherosclerosis_of_aorta Eyelid_Xanthoma Chronic_kidney_disease_stage_5 Massive_Osteolyses Gerstmann-Straussler-Scheinker_Disease Sitosterolemia Xanthoma Hyperglycemia Diabetes_Mellitus Cholelithiasis Bile_duct_carcinoma Atherosclerosis Diabetes Hyperlipoproteinemia_Type_IIa Gallbladder_Carcinoma Hypercholesterolemia,_Familial Kidney_Failure,_Chronic Cholecystolithiasis Coronary_heart_disease Coronary_Artery_Disease Cholangiocarcinoma Low_phospholipid-associated_cholelithiasis Macrothrombocytopenia
RPUSD3			
ERCC3		DNA_REPAIR PEROXISOME	Colorectal_Carcinoma Leukopenia Down_Syndrome Carcinoma_of_lung Malignant_neoplasm_of_ovary Rift_Valley_Fever Xeroderma_pigmentosum,_group_A CNS_disorder Dermatologic_disorders Malignant_Head_and_Neck_Neoplasm Malignant_neoplasm_of_prostate Trichothiodystrophy_Syndromes Carcinogenesis Premature_aging_syndrome Splenic_Marginal_Zone_B-Cell_Lymphoma Breast_Carcinoma Xeroderma_Pigmentosum,_Complementation_Group_D Spinal_Muscular_Atrophy Cockayne_Syndrome melanoma Cerebrooculofacioskeletal_Syndrome_1 Brittle_hair Osteosarcoma Prostate_carcinoma Hamartoma_Syndrome,_Multiple Malignant_neoplasm_of_lung Primary_malignant_neoplasm_of_lung Refractory_cancer Epithelial_ovarian_cancer Glioma Osteosarcoma_of_bone Xeroderma_Pigmentosum Childhood_Osteosarcoma Malignant_neoplasm_of_skin Infection_caused_by_Helicobacter_pylori Ovarian_Carcinoma UV-Sensitive_Syndrome Hepatocarcinogenesis ovarian_neoplasm Colorectal_Cancer HMN_(Hereditary_Motor_Neuropathy)_Proximal_Type_I Xeroderma_pigmentosum,_group_B
HARS2			Sensorineural_Hearing_Loss_(disorder) USHER_SYNDROME,_TYPE_IIIB Lung_Diseases,_Interstitial Myositis Peripheral_Neuropathy Myopathy Idiopathic_Inflammatory_Myopathies Ovarian_dysgenesis Autoimmune_Diseases Glioblastoma_Multiforme Degenerative_polyarthritis Glioblastoma Rheumatic_Fever Rheumatoid_Arthritis Gonadal_dysgenesis_XX_type_deafness
MRPL20			
DNASE1			Acute_myocardial_infarction Liver_diseases Diabetes_Mellitus,_Non-Insulin-Dependent Atherosclerosis Malignant_neoplasm_of_breast Neoplasm_Metastasis Liver_neoplasms Breast_Carcinoma Dry_Eye_Syndromes Diabetes_Mellitus Nephritis Lupus_Erythematosus,_Systemic Multiple_Myeloma Cerebrovascular_accident Encephalitis,_St._Louis Dryness_of_eye Anemia Mental_Depression Congestive_heart_failure Central_neuroblastoma Diabetes Pancreatic_carcinoma Liver_carcinoma Psoriasis Malignant_neoplasm_of_prostate Cystic_Fibrosis Autism_Spectrum_Disorders Carcinogenesis Multiple_Sclerosis Kidney_Failure,_Chronic Acute_biphenotypic_leukemia Disorder_of_eye Colorectal_Carcinoma Myocardial_Infarction Lupus_Nephritis leukemia Stomach_Carcinoma Refractory_cancer Depressive_disorder Acute_Erythroblastic_Leukemia Pituitary_Diseases Autoimmune_thyroid_disease Schizophrenia Colon_Carcinoma Chronic_kidney_disease_stage_5 Heart_failure Autoimmune_Diseases Transfusion-Related_Acute_Lung_Injury Neuroblastoma beta^+^_Thalassemia Glomerulonephritis Nephroblastoma Anemia,_Sickle_Cell Malignant_tumor_of_colon Vascular_Diseases beta_Thalassemia Arteriosclerosis Anaphylaxis_(non_medication) lupus_erythematodes Prostate_carcinoma Primary_Effusion_Lymphoma Teratocarcinoma Lymphoma Choriocarcinoma Myeloid_Leukemia Lung_diseases Malignant_neoplasm_of_pancreas Hepatoblastoma
RPUSD1			
