name	hallmark	disease
ABCC2	XENOBIOTIC_METABOLISM	Adenoma_of_large_intestine Cholestasis,_Extrahepatic Drug-Induced_Liver_Disease Adrenocortical_carcinoma Epilepsies,_Partial Leukopenia Congestive_heart_failure Drug_Resistant_Epilepsy Childhood_Acute_Lymphoblastic_Leukemia Salmonella_infections Connective_Tissue_Diseases Hepatitis_C Refractory_cancer Bone_marrow_toxicity stage,_ovarian_epithelial_cancer Conjugated_hyperbilirubinemia melanoma Non-alcoholic_Fatty_Liver_Disease Cholelithiasis stage,_non-small_cell_lung_cancer Bladder_Neoplasm Fanconi_Syndrome Neutropenia Obstruction_of_biliary_tree Fanconi_Anemia Hyperbilirubinemia Carcinoma_of_bladder Progressive_intrahepatic_cholestasis_(disorder) Malignant_neoplasm_of_pancreas Renal_tubular_disorder Alzheimer's_Disease Diabetes_Mellitus,_Insulin-Dependent Fibrosarcoma Malignant_neoplasm_of_lung Pancreatic_Diseases Non-Small_Cell_Lung_Carcinoma Primary_biliary_cirrhosis leukemia Icterus Malignant_neoplasm_of_large_intestine Cholangiocarcinoma Sarcoma Rotor_Syndrome Hypertensive_disease Renal_carcinoma De_Toni-Debre-Fanconi_Syndrome Adenocarcinoma_of_pancreas Malignant_neoplasm_of_breast Jaundice,_Obstructive Adenoma Leukemia,_Myelocytic,_Acute Oral_Mucositis Diarrhea Hematopoietic_Neoplasms Clear-cell_metastatic_renal_cell_carcinoma Mesothelioma Carcinoma_of_lung Pancreatic_carcinoma Epilepsy,_Generalized Epithelial_ovarian_cancer Carcinogenesis Complex_partial_seizures Squamous_cell_carcinoma_of_the_head_and_neck Severe_diarrhea Lymphoma Epilepsy Hepatitis_A Prostate_carcinoma Primary_malignant_neoplasm_of_lung Acute_lymphocytic_leukemia Colorectal_Cancer Adenocarcinoma Jaundice,_Chronic_Idiopathic Renal_Cell_Carcinoma Malignant_neoplasm_of_prostate Pregnancy_in_Diabetics Adenocarcinoma,_Clear_Cell Oculocerebrorenal_Syndrome Nasopharyngeal_carcinoma Congenital_contractural_arachnodactyly Squamous_cell_carcinoma Breast_Carcinoma Virus_Diseases Liver_carcinoma Alopecia Cholecystolithiasis Cholestasis Small_cell_carcinoma_of_lung Colorectal_Carcinoma Teratoma HIV_Infections Malignant_tumor_of_peritoneum Ovarian_Carcinoma Adenocarcinoma_of_large_intestine Hepatoblastoma B-Cell_Lymphomas Multiple_Myeloma Malignant_neoplasm_of_urinary_bladder Stomatitis Acquired_Immunodeficiency_Syndrome Malignant_neoplasm_of_ovary Liver_neoplasms Squamous_cell_carcinoma_of_esophagus Hepatitis Seizures Pancreatitis,_Chronic Malignant_neoplasm_of_kidney Non-small_cell_lung_cancer_metastatic Cholestasis_of_pregnancy Gilbert_Disease_(disorder) Pain Stomach_Carcinoma
MTHFD2L	MTORC1_SIGNALING	
ABCC3	XENOBIOTIC_METABOLISM	Osteosarcoma Cholestasis,_Extrahepatic Lung_Neoplasms Breast_Carcinoma Colorectal_Carcinoma Juvenile_arthritis AIDS_with_Kaposi's_sarcoma Liver_diseases Malignant_neoplasm_of_stomach Osteosarcoma_of_bone Childhood_Acute_Lymphoblastic_Leukemia Mammary_Neoplasms Progressive_intrahepatic_cholestasis_(disorder) Liver_Cirrhosis Childhood_Leukemia Leukopenia Childhood_Neuroblastoma Pancolitis Left_sided_colitis Prolymphocytic_Leukemia Brain_Neoplasms Peripheral_neuroepithelioma_of_bone leukemia Cholecystolithiasis Pancreatic_Neoplasm Glioblastoma Acute_lymphocytic_leukemia Adenoma Rheumatoid_Arthritis Liver_and_Intrahepatic_Biliary_Tract_Carcinoma Jaundice,_Chronic_Idiopathic Stomach_Carcinoma Liver_carcinoma Chronic_Lymphocytic_Leukemia Central_neuroblastoma Bladder_Neoplasm Neuroblastoma Astrocytoma Ovarian_adenocarcinoma Malignant_neoplasm_of_prostate Prostate_carcinoma Malignant_neoplasm_of_lung Glioma Ewing's_sarcoma_of_bone Cirrhosis Primary_biliary_cirrhosis Glioblastoma_Multiforme Renal_Cell_Carcinoma Malignant_Childhood_Neoplasm Liver_neoplasms Cholestasis_of_pregnancy Squamous_cell_carcinoma_of_the_head_and_neck Adult_T-Cell_Lymphoma/Leukemia Lymphoma Malignant_tumor_of_colon Papillary_serous_cystadenocarcinoma Acute_leukemia Ewings_sarcoma Malignant_neoplasm_of_liver Malignant_neoplasm_of_urinary_bladder Neoplasm_Metastasis Cholangiocarcinoma Malignant_Peripheral_Nerve_Sheath_Tumor Jaundice,_Obstructive Leukemia,_Myelocytic,_Acute Pancreatic_carcinoma Nasopharyngeal_carcinoma ovarian_neoplasm Juvenile_rheumatoid_arthritis Sarcoma Carcinoma_of_lung Cholestasis Focal_nodular_hyperplasia_of_liver Carcinogenesis Colorectal_Cancer Malignant_neoplasm_of_breast Cholelithiasis Small_cell_carcinoma_of_lung Carcinoma_of_bladder Non-Small_Cell_Lung_Carcinoma Colon_Carcinoma Primary_malignant_neoplasm_of_lung Malignant_neoplasm_of_pancreas melanoma Malignant_Glioma Congenital_contractural_arachnodactyly
CRISP2	SPERMATOGENESIS	Malignant_neoplasm_of_lung Malignant_neoplasm_of_large_intestine Ovarian_Carcinoma Teratozoospermia Male_infertility Malignant_Pleural_Mesothelioma Renal_interstitial_fibrosis Glaucoma Non-Small_Cell_Lung_Carcinoma keratoacanthoma Neoplasm_Metastasis Neuroblastoma Breast_Carcinoma Malignant_neoplasm_of_breast Uterine_Corpus_Cancer oligodendroglioma Diabetic_Nephropathy Malignant_tumor_of_colon Cardiovascular_Diseases Immunologic_Deficiency_Syndromes Primary_Myelofibrosis Asthenozoospermia Tumor_Progression fertility_disorders Lichen_Sclerosus_et_Atrophicus melanoma Colorectal_Cancer Echinococcosis Adenoma Parkinson_Disease Primary_malignant_neoplasm_of_lung Malignant_neoplasm_of_endometrium Ganglioneuroma Congenital_arteriovenous_malformation Triple_Negative_Breast_Neoplasms Pancreatic_carcinoma Vulvar_Lichen_Sclerosus Impaired_glucose_tolerance Carcinogenesis Arthritis Central_neuroblastoma Cancer_of_Urinary_Tract Colon_Carcinoma Glioma Cervical_Intraepithelial_Neoplasia cervical_cancer Obesity Carcinoma_of_lung Squamous_cell_carcinoma Hypertrophy_of_kidney Thrombotic_thrombocytopenic_purpura,_acquired Rheumatoid_Arthritis Squamous_cell_carcinoma_of_skin Astrocytoma Peripheral_Arterial_Diseases Congestive_heart_failure Atherosclerosis Colorectal_Carcinoma Cervix_carcinoma Angiogenic_Switch Sentinel_node_(disorder) Inclusion_Body_Myopathy,_Sporadic Ureteral_obstruction Skin_Carcinogenesis Purpura,_Thrombotic_Thrombocytopenic Metastatic_melanoma Malignant_neoplasm_of_pancreas Scleroderma CARCINOMA_OF_VULVA Dermatomyositis,_Childhood_Type Malignant_neoplasm_of_prostate Prostate_carcinoma Stomach_Neoplasms Cavernous_Hemangioma_of_Brain Systemic_Scleroderma Renal_carcinoma Tumor_Angiogenesis Malignant_neoplasm_of_vulva Liver_carcinoma Malignant_tumor_of_cervix Pulmonary_Fibrosis Heart_failure Polycystic_Ovary_Syndrome Arteriosclerosis Adenocarcinoma_of_lung_(disorder) Prostatic_Neoplasms Endometrial_Carcinoma Glioblastoma Helminthiasis Nasopharyngeal_carcinoma Well_Differentiated_Oligodendroglioma Multiple_Myeloma Stomach_Carcinoma Medulloblastoma Renal_Cell_Carcinoma Epithelial_ovarian_cancer Degenerative_polyarthritis
PEX7	BILE_ACID_METABOLISM	Autism_Spectrum_Disorders Intellectual_Disability Adrenoleukodystrophy Zellweger_Spectrum Peroxisome_biogenesis_disorders Infantile_Refsum_Disease_(disorder) Chondrodysplasia_Punctata,_Rhizomelic RHIZOMELIC_CHONDRODYSPLASIA_PUNCTATA,_TYPE_1 Huntington_Disease Chondrodysplasia_Punctata Refsum_Disease Zellweger_Syndrome Mental_Retardation
HSDL2	FATTY_ACID_METABOLISM	Glioblastoma Glioma
HAGH	HEME_METABOLISM	Renal_Insufficiency Carcinogenesis Adenocarcinoma,_Clear_Cell Adenocarcinoma Rheumatoid_Arthritis Autism_Spectrum_Disorders Polycystic_Kidney,_Autosomal_Dominant Breast_Carcinoma Malignant_Neoplasms Renal_carcinoma Schizophrenia Malignant_neoplasm_of_breast Kidney_Failure Renal_Cell_Carcinoma Alzheimer's_Disease
RPS9	ALLOGRAFT_REJECTION	Takayasu_Arteritis
PAICS	E2F_TARGETS	Prostatic_Neoplasms Pituitary_Diseases Reifenstein_Syndrome Gonadal_Dysgenesis,_Mixed 46,_XY_Disorders_of_Sex_Development Androgen-Insensitivity_Syndrome Testicular_Feminization Turner_Syndrome Gonadal_Dysgenesis
DAPK2	MYOGENESIS	Endothelial_dysfunction Brain_Infarction Childhood_Neuroblastoma Heart_failure Hamman-Rich_syndrome Pancreatic_carcinoma Synovial_Cyst Cardiomyopathy,_Dilated Central_neuroblastoma Leukemia,_Myelocytic,_Acute Pulmonary_Fibrosis Parkinson_Disease,_Familial,_Type_1 Obesity Congestive_heart_failure Idiopathic_Pulmonary_Fibrosis melanoma Muscle_degeneration Malignant_neoplasm_of_breast Alzheimer's_Disease Diabetic_Nephropathy ATRICHIA_WITH_PAPULAR_LESIONS Hodgkin_Disease Glaucoma Endometriosis Myxoid_cyst Hyperglycemia Non-Small_Cell_Lung_Carcinoma Multiple_Myeloma Breast_Carcinoma Malignant_neoplasm_of_pancreas Parkinson_Disease Impaired_cognition Neoplasm_Metastasis Diabetic_Cardiomyopathies Acute_Promyelocytic_Leukemia Seizures Amyloidosis Idiopathic_pulmonary_arterial_hypertension Neuroblastoma
EXOSC9	UNFOLDED_PROTEIN_RESPONSE	
TK1	E2F_TARGETS	Glioblastoma Richter's_syndrome Pancreatitis,_Chronic HIV_Infections Malignant_neoplasm_of_liver Pancreatic_carcinoma Malignant_Glioma MYELODYSPLASTIC_SYNDROME Gastrointestinal_Stromal_Tumors Breast_Carcinoma Liver_neoplasms Craniofacial_Dysostosis Malignant_neoplasm_of_pancreas Colorectal_Carcinoma Malignant_neoplasm_of_breast Herpes_NOS Pneumoperitoneum Ovarian_Serous_Adenocarcinoma Papillary_thyroid_carcinoma Germ_cell_tumor Medullary_carcinoma_of_thyroid Brain_Neoplasms Craniofacial_dysostosis_type_1 Leukemia,_Myelocytic,_Acute Hashimoto_Disease Liver_and_Intrahepatic_Biliary_Tract_Carcinoma
RPS2	MYC_TARGETS_V1	Prostate_carcinoma Malignant_neoplasm_of_prostate Colorectal_Cancer Turner_Syndrome Hodgkin_Disease Gonadal_Dysgenesis,_45,X
EXOSC7	MYC_TARGETS_V1	Ovarian_Insufficiency FRAGILE_X_TREMOR/ATAXIA_SYNDROME Ovarian_failure
CPA2	KRAS_SIGNALING_DN	Pancreatitis,_Chronic
AUH	FATTY_ACID_METABOLISM	3-Methylglutaconic_aciduria_type_1 3-Methylglutaconic_Aciduria 3-@METHYLGLUTACONIC_ACIDURIA,_TYPE_I
LSS	CHOLESTEROL_HOMEOSTASIS	Breast_Cancer,_Familial Malignant_neoplasm_of_breast Lip_and_Oral_Cavity_Carcinoma Cyclocephaly Primary_sclerosing_cholangitis Congenital_cataract Essential_Hypertension Ovarian_Serous_Adenocarcinoma Tongue_Neoplasms Breast_Carcinoma Holoprosencephaly Squamous_cell_carcinoma Malignant_neoplasm_of_mouth Bilateral_cataracts_(disorder) Cataract Primary_peritoneal_carcinoma
EIF1AX	MYC_TARGETS_V1	Malignant_melanoma_of_iris Papillary_thyroid_carcinoma Thyroid_carcinoma Uveal_melanoma Anaplastic_thyroid_carcinoma Neoplasm_Metastasis melanoma Ataxia_Telangiectasia Monosomy Thyroid_Nodule Cutaneous_Melanoma
FBL	MYC_TARGETS_V1	Virus_Diseases Complete_atrioventricular_block Henipavirus_Infections Liver_neoplasms Hepatitis_C,_Chronic Liver_diseases Breast_Carcinoma Cirrhosis Fibrosis,_Liver Proliferative_vitreoretinopathy Steatohepatitis Malignant_neoplasm_of_breast Liver_Cirrhosis Hepatitis_B,_Chronic Nonalcoholic_Steatohepatitis Hepatitis_B Scleroderma Pulmonary_Fibrosis Carcinogenesis Fibroadenoma Noninfiltrating_Intraductal_Carcinoma Systemic_Scleroderma Systemic_sclerosis_[scleroderma] Autoimmune_Diseases Liver_carcinoma Non-alcoholic_Fatty_Liver_Disease Thrombocytopenia Invasive_Ductal_Breast_Carcinoma HIV_Infections
DPYD	APOPTOSIS	Epithelioma Adenocarcinoma Colorectal_cancer_metastatic Senile_cardiac_amyloidosis Childhood_Acute_Lymphoblastic_Leukemia recurrent_gastric_cancer Intellectual_Disability Hypokalemic_periodic_paralysis_type_1 Arthritis Pervasive_Development_Disorder Peripheral_Neuropathy Dehydration Convulsions Head_and_Neck_Carcinoma Ovarian_epithelial_cancer_recurrent Colorectal_Neoplasms Breast_Carcinoma Pancreatic_carcinoma Hypokalemic_periodic_paralysis Hepatic_Veno-Occlusive_Disease Depressive_personality_disorder Diarrhea Autism_Spectrum_Disorders Diabetes_Mellitus,_Insulin-Dependent Heart_failure Epithelial_ovarian_cancer Neoplasm_Metastasis Thrombocytopenia Factor_V_Leiden_mutation nervous_system_disorder Global_developmental_delay Malignant_neoplasm_of_lung Non-Small_Cell_Lung_Carcinoma Sickle_Cell_Dactylitis Congenital_contractural_arachnodactyly Secondary_malignant_neoplasm_of_lymph_node Speech_Delay Triple_Negative_Breast_Neoplasms Stage_III_Colon_Cancer_AJCC_v7 Acute_lymphocytic_leukemia Squamous_cell_carcinoma Thymic_Carcinoma Malignant_neoplasm_of_large_intestine Marinesco-Sjogren_syndrome Ovarian_Carcinoma Leukopenia Malignant_tumor_of_colon Neutropenia Malignant_neoplasm_of_gastrointestinal_tract Amyotrophic_Lateral_Sclerosis Malignant_neoplasm_of_ovary Adenocarcinoma_of_lung_(disorder) Liver_carcinoma Anaplastic_Oligodendroglioma Malignant_neoplasm_of_breast Schizophrenia Adenocarcinoma_in_Situ Colorectal_Cancer Malignant_neoplasm_of_esophagus Personality_Disorders Dihydropyrimidine_Dehydrogenase_Deficiency Esophageal_Neoplasms Locally_Advanced_Malignant_Neoplasm Congenital_Abnormality Gastrooesophageal_cancer Adenocarcinoma_of_rectum Stage_III_Colon_Cancer Adenocarcinoma_of_colon Precursor_Cell_Lymphoblastic_Leukemia_Lymphoma Cervix_carcinoma Colorectal_Carcinoma Palmar-plantar_erythrodysesthesia_syndrome Mood_Disorders Esophageal_carcinoma Myopathy Stomach_Carcinoma Steatohepatitis Liver_neoplasms Thymoma,_type_C Congestive_heart_failure Gastric_Adenocarcinoma Colon_Carcinoma Recurrent_tumor Malignant_Head_and_Neck_Neoplasm Malignant_neoplasm_of_pancreas Rectal_Carcinoma Malignant_Squamous_Cell_Neoplasm Seizures Colonic_Neoplasms Secondary_malignant_neoplasm_of_liver Mitochondrial_Diseases Malignant_neoplasm_of_stomach Autistic_Disorder Stomach_Neoplasms Tumor_Progression Nausea_and_vomiting Gilbert_Disease_(disorder) Amyloidosis STARGARDT_DISEASE_1_(disorder) Gastrointestinal_mucositis
ETFA	OXIDATIVE_PHOSPHORYLATION	Metastatic_melanoma Immunoglobulin_A_deficiency_(disorder) Multiple_Acyl_Coenzyme_A_Dehydrogenase_Deficiency synovial_sarcoma Hodgkin_Disease Brain_Diseases Micropapillary_carcinoma Ethylmalonic_encephalopathy Diffuse_Large_B-Cell_Lymphoma Multiple_Myeloma Depressive_disorder T-cell/histiocyte_rich_large_B-cell_lymphoma Encephalopathies Central_Nervous_System_Embryonal_Tumor,_Not_Otherwise_Specified Pseudohyperkalemia_Cardiff Mesothelioma Classical_Hodgkin's_Lymphoma Gestational_Trophoblastic_Neoplasms Adenocarcinoma Hepatitis_C,_Chronic Kidney_Diseases Renal_Cell_Carcinoma Mental_Depression Glioblastoma Glioma Ki-1+_Anaplastic_Large_Cell_Lymphoma Histiocytoma,_Angiomatoid_Fibrous
AARS	ALLOGRAFT_REJECTION	Mitochondrial_cardiomyopathy Idiopathic_Inflammatory_Myopathies Malignant_neoplasm_of_breast Cardiac_fibrosis Axonal_neuropathy Charcot-Marie-Tooth_Disease Neuropathy Epileptic_encephalopathy Ataxia Breast_Carcinoma Hereditary_Motor_and_Sensory-Neuropathy_Type_II Cerebellar_Ataxia Peripheral_Neuropathy Microcephaly Peripheral_motor_neuropathy
CALML5	KRAS_SIGNALING_DN	Alzheimer's_Disease Dermatologic_disorders Psoriasis
CSK	ALLOGRAFT_REJECTION	Colorectal_Carcinoma Neoplasm_Metastasis synovial_sarcoma bone_destruction Giant_Cell_Arteritis Ovarian_Carcinoma Henoch-Schoenlein_Purpura Vasculitis Colorectal_Cancer Tumor_Progression Autoimmune_Diseases Glioma ovarian_neoplasm Malignant_neoplasm_of_ovary Malignant_neoplasm_of_breast Bone_neoplasms Osteopetrosis Diabetes_Mellitus,_Insulin-Dependent Hypertensive_disease Colon_Carcinoma Liver_carcinoma Prostate_carcinoma Malignant_neoplasm_of_prostate Lupus_Erythematosus,_Systemic Obesity Stomach_Carcinoma Malignant_neoplasm_of_stomach 15q24_Microdeletion Aortic_Valve_Insufficiency Rheumatoid_Arthritis Malignant_tumor_of_colon Non-Small_Cell_Lung_Carcinoma Breast_Carcinoma
KLK7	KRAS_SIGNALING_DN	Dermatologic_disorders Hyperkeratosis Adenoma Oxyphilic_Adenoma Familial_multiple_trichoepitheliomata Malignant_neoplasm_of_prostate Renal_Cell_Carcinoma Neoplasm_Metastasis Hurthle_Cell_Tumor Psoriasis Pruritus Dermatitis ovarian_neoplasm Oncocytic_Neoplasm Malignant_neoplasm_of_ovary Benign_Prostatic_Hyperplasia Secondary_malignant_neoplasm_of_liver Colorectal_Carcinoma Job_Syndrome Clear-cell_metastatic_renal_cell_carcinoma Prostate_carcinoma MYOTILINOPATHY Adenocarcinoma Malignant_neoplasm_of_breast Colon_Carcinoma Carcinogenesis melanoma Eczema Ichthyosis_linearis_circumflexa Malignant_neoplasm_of_pancreas Colorectal_Cancer Dermatitis,_Atopic Pancreatic_carcinoma Epithelial_ovarian_cancer Malignant_tumor_of_colon Breast_Carcinoma Ovarian_Carcinoma
ABCB8	ADIPOGENESIS	melanoma
UPB1	XENOBIOTIC_METABOLISM	Liver_carcinoma Beta-Ureidopropionase_Deficiency
EXOSC4	UNFOLDED_PROTEIN_RESPONSE	
GLRX2	REACTIVE_OXIGEN_SPECIES_PATHWAY	Malignant_neoplasm_of_testis Metabolic_Syndrome_X
UCK1	ADIPOGENESIS	MYELODYSPLASTIC_SYNDROME Multiple_malignancy
RPS19	ALLOGRAFT_REJECTION	Severe_congenital_neutropenia Schizophrenia Anti-Glomerular_Basement_Membrane_Disease Lupus_Erythematosus,_Discoid Anemia,_Diamond-Blackfan,_2 Anemia Pneumonitis Polycystic_Kidney,_Autosomal_Dominant Solid_Neoplasm Anemia,_severe Malaria Diamond-Blackfan_Anemia_1 Metabolic_Diseases Aplastic_Anemia Decreased_erythroid_precursor_production Macrocephaly Floppy_infant_syndrome Diabetic_Retinopathy Absence_Epilepsy Cervical_dysplasia Seizures Lupus_Vulgaris Colon_Carcinoma Lupus_Erythematosus,_Systemic Erythroid_hypoplasia FANCONI_ANEMIA,_COMPLEMENTATION_GROUP_A_(disorder) Agenesis Dyskeratosis_Congenita Congenital_hypoplastic_anemia Catalepsy Pancytopenia Bone_Marrow_failure_syndromes Diabetic_Nephropathy Myopathy Ductal_plate_malformation Global_developmental_delay Influenza Congenital_neutropenia Hydrops_Fetalis,_Non-Immune Arthritis Liver_carcinoma Hyperthyroidism Idiopathic_crescentic_glomerulonephritis Anemia,_Diamond-Blackfan Lupus_Erythematosus Fanconi_Anemia Leukemia,_Myelocytic,_Acute Rapidly_progressive_glomerulonephritis Aase_syndrome Inherited_bone_marrow_failure_syndrome MYELODYSPLASTIC_SYNDROME Hyperostosis Severe_Combined_Immunodeficiency Shwachman_syndrome Macrocytosis Encephalomyelitis Glaucoma Enthesopathy Tumor_Progression Transient_erythroblastopenia_of_childhood Fetal_anemia Extensively_Drug-Resistant_Tuberculosis Osteosarcoma Polyarthritis Pneumonia Congenital_Abnormality bone_destruction Cleft_Palate Anemia,_Macrocytic Uranostaphyloschisis Lipoidosis Bacteremia Pure_Red-Cell_Aplasia Subacute_thyroiditis Diabetic_Neuropathies Carcinoma_in_situ_of_uterine_cervix Congenital_chromosomal_disease beta_Thalassemia beta^+^_Thalassemia Glaucoma,_Open-Angle Hematological_Disease Autoimmune_Diseases Posterior_column_ataxia Acute_arthritis Thyroiditis Rheumatoid_Arthritis
RND3	UV_RESPONSE_DN	Squamous_cell_carcinoma Heart_failure Breast_Carcinoma Cardiomyopathy,_Dilated Carcinoma_of_lung Liver_carcinoma Congenital_stenosis_of_aqueduct_of_Sylvius Glioma Malignant_neoplasm_of_prostate Mesenchymal_Cell_Neoplasm melanoma Carcinogenesis Aqueductal_Stenosis Epithelioma Invasive_Skin_Melanoma Cardiomyopathies Prostate_carcinoma Adenoma Glioblastoma_Multiforme Sarcoma Neoplasm_Metastasis Hydrocephalus Non-Small_Cell_Lung_Carcinoma Malignant_neoplasm_of_lung Glioblastoma Congestive_heart_failure Obstructive_Hydrocephalus Primary_malignant_neoplasm_of_lung
PGK2	SPERMATOGENESIS	Carcinoma,_Ehrlich_Tumor Anemia,_Hemolytic
COQ5	ADIPOGENESIS	
XRCC3	ESTROGEN_RESPONSE_LATE	Glioma Malignant_neoplasm_of_lung Non-Small_Cell_Lung_Carcinoma Ovarian_Carcinoma Uterine_Cancer Squamous_cell_carcinoma Malignant_neoplasm_of_breast Adenocarcinoma_of_prostate Sporadic_Breast_Carcinoma Male_infertility Rash_and_Dermatitis_Adverse_Event_Associated_with_Chemoradiation Breast_Cancer,_Familial Malignant_neoplasm_of_stomach Acute_lymphocytic_leukemia Malignant_neoplasm_of_skin Carcinoma_of_supraglottis Xeroderma_Pigmentosum Stomach_Carcinoma Colorectal_Cancer Skin_carcinoma Congenital_chromosomal_disease Malignant_neoplasm_of_ovary Nijmegen_Breakage_Syndrome Malignant_neoplasm_of_large_intestine Cancer_of_Nasopharynx Ulcerative_Colitis Hodgkin_Disease Carcinoma_breast_stage_IV Colon_Carcinoma XERODERMA_PIGMENTOSUM,_COMPLEMENTATION_GROUP_C Squamous_cell_carcinoma_of_esophagus Carcinoma_of_lung Cutaneous_Melanoma Erythema Leukemia,_Myelocytic,_Acute Malignant_neoplasm_of_urinary_bladder Glioblastoma Lymphoma,_Follicular Dysplastic_Nevus_Syndrome Malignant_tumor_of_colon Breast_Carcinoma Nasopharyngeal_carcinoma Esophageal_carcinoma Malignant_Head_and_Neck_Neoplasm Squamous_cell_carcinoma_of_the_head_and_neck Gastroesophageal_reflux_disease Malignant_neoplasm_of_pharynx Triple_Negative_Breast_Neoplasms Metastatic_Neoplasm Malignant_neoplasm_of_prostate Childhood_Acute_Lymphoblastic_Leukemia Adenoma_of_large_intestine Experimental_Organism_Basal_Cell_Carcinoma Telangiectasis Xeroderma_Pigmentosum,_Complementation_Group_D leukemia Pancreatic_carcinoma Fanconi_Anemia Chronic_gastritis Liver_carcinoma Papillary_thyroid_carcinoma Rectal_Carcinoma Colonic_Neoplasms Malignant_neoplasm_of_esophagus Prostate_carcinoma Infection_caused_by_Helicobacter_pylori Carcinoma_of_bladder Malignant_neoplasm_of_thyroid Malignant_neoplasm_of_pancreas Adenocarcinoma_Of_Esophagus Adenocarcinoma_of_pancreas Thyroid_Neoplasm Differentiated_Thyroid_Gland_Carcinoma premalignant_lesion Neoplasms,_Second_Primary Meningioma,_benign,_no_ICD-O_subtype 5,10-Methylenetetrahydrofolate_reductase_deficiency Adenocarcinoma Malignant_neoplasm_of_nasopharynx Thyroid_carcinoma Colorectal_Carcinoma Secondary_malignant_neoplasm_of_bone Melanocytic_nevus Carcinogenesis Single_tumor Squamous_cell_carcinoma_of_lung Malignant_neoplasm_of_larynx Meningioma Nevus Bladder_Neoplasm Brain_Neoplasms Epithelial_ovarian_cancer Neoplasm_Metastasis Primary_malignant_neoplasm_of_lung melanoma Benign_melanocytic_nevus Esophageal_Neoplasms
COX11	OXIDATIVE_PHOSPHORYLATION	Malignant_neoplasm_of_male_breast Carcinoma_of_Male_Breast Breast_Carcinoma Malignant_neoplasm_of_breast Malignant_neoplasm_of_female_breast Female_Breast_Carcinoma
ALDH1L1	HEME_METABOLISM	Malignant_neoplasm_of_breast Ischemic_stroke Malignant_neoplasm_of_lung Neurofibromatosis_1 Astrocytoma Liver_carcinoma Neural_Tube_Defects Delusions Lymphoma,_Non-Hodgkin Pilocytic_Astrocytoma Primary_malignant_neoplasm_of_lung Carcinoma_of_lung Breast_Carcinoma Neoplasms
