name	hallmark	disease
LSS	CHOLESTEROL_HOMEOSTASIS	Breast_Cancer,_Familial Malignant_neoplasm_of_breast Lip_and_Oral_Cavity_Carcinoma Cyclocephaly Primary_sclerosing_cholangitis Congenital_cataract Essential_Hypertension Ovarian_Serous_Adenocarcinoma Tongue_Neoplasms Breast_Carcinoma Holoprosencephaly Squamous_cell_carcinoma Malignant_neoplasm_of_mouth Bilateral_cataracts_(disorder) Cataract Primary_peritoneal_carcinoma
DVL2	WNT_BETA_CATENIN_SIGNALING	Colorectal_Carcinoma Chronic_Lymphocytic_Leukemia Colorectal_Cancer Colon_Carcinoma Malignant_neoplasm_of_breast Malignant_tumor_of_colon Mycoses Hyperplastic_Polyp leukemia Squamous_cell_carcinoma_of_esophagus Adenoma Intestinal_Neoplasms Breast_Carcinoma Malignant_neoplasm_of_prostate Malignant_lymphoma,_lymphocytic,_intermediate_differentiation,_diffuse Adenoma_of_large_intestine Progressive_cGVHD Epithelial_ovarian_cancer Medulloblastoma Prostate_carcinoma Progressive_Neoplastic_Disease Neural_Tube_Defects Glioblastoma Glioma
VEGFB	ADIPOGENESIS	Motor_neuron_atrophy Ovarian_Carcinoma tumor_vasculature Sentinel_node_(disorder) Endometrial_Carcinoma Neurodegenerative_Disorders Melanoma,_B16 Retinal_Diseases Malignant_neoplasm_of_breast Congestive_heart_failure Malignant_neoplasm_of_endometrium Malignant_neoplasm_of_prostate Renal_carcinoma Meningioma Renal_Cell_Carcinoma Benign_Prostatic_Hyperplasia Angiogenic_Switch Heart_failure Neoplasm_Metastasis Uterine_Corpus_Cancer Astrocytoma Secondary_malignant_neoplasm_of_lymph_node Liver_carcinoma Coronary_Arteriosclerosis Malignant_tumor_of_colon Carcinoma,_Papillary Myocardial_Infarction Myocardial_Ischemia Adenoma Heart_Diseases Non-Small_Cell_Lung_Carcinoma Colon_Carcinoma Cervix_carcinoma Carcinogenesis nervous_system_disorder Tumor_Progression Malignant_neoplasm_of_urinary_bladder
CBR3	FATTY_ACID_METABOLISM	Malignant_neoplasm_of_breast Breast_Carcinoma Leukemia,_Myelocytic,_Acute Congestive_heart_failure Cardiomyopathies Keloid Diabetes_Mellitus,_Non-Insulin-Dependent Malignant_Childhood_Neoplasm Neoplasm_Metastasis Mammary_Neoplasms
SMURF1	TGF_BETA_SIGNALING	Squamous_cell_carcinoma_of_the_head_and_neck Carcinogenesis Malignant_neoplasm_of_pancreas Malignant_neoplasm_of_liver Malignant_neoplasm_of_breast Liver_carcinoma Tumor_Progression Liver_and_Intrahepatic_Biliary_Tract_Carcinoma Neoplasm_Metastasis Primary_malignant_neoplasm_of_lung Secondary_malignant_neoplasm_of_bone Scleroderma Malignant_neoplasm_of_mouth Systemic_Scleroderma Malignant_neoplasm_of_prostate Prostate_carcinoma Breast_Carcinoma Carcinoma_of_lung Pancreatic_carcinoma Prostate_cancer_metastatic_to_bone Malignant_neoplasm_of_lung
ITGB8	INFLAMMATORY_RESPONSE	Glioma Idiopathic_Pulmonary_Fibrosis Systemic_Scleroderma Arteriovenous_Malformations,_Cerebral Malignant_Peripheral_Nerve_Sheath_Tumor
SLC5A5	KRAS_SIGNALING_DN	Glioma Colorectal_Carcinoma Liver_carcinoma Malignant_Squamous_Cell_Neoplasm Cancer_of_Urinary_Tract Ataxia_Telangiectasia Malignant_neoplasm_of_pancreas Carcinoma,_Papillary Hypothyroidism Thyroid_Gland_Follicular_Adenoma refractory_plasma_cell_neoplasm Virus_Diseases Choriocarcinoma Liver_and_Intrahepatic_Biliary_Tract_Carcinoma Congenital_Hypothyroidism Cholangiocarcinoma Medulloblastoma Autoimmune_thyroid_disease Mesothelioma Carcinogenesis Solid_Neoplasm Malignant_neoplasm_of_breast Thyroid_Neoplasm Secondary_malignant_neoplasm_of_lymph_node Myocardial_Infarction Pendred's_syndrome Well_Differentiated_Pancreatic_Endocrine_Tumor Malignant_neoplasm_of_ovary Hyperthyroidism Malignant_neoplasm_of_prostate Malignant_neoplasm_of_liver Neoplasm_Metastasis Measles Embryonal_Carcinoma Neuropathy Glioblastoma Medullary_carcinoma_of_thyroid Colorectal_Neoplasms Hashimoto_Disease Congenital_contractural_arachnodactyly Neoplasms Anaplastic_thyroid_carcinoma Adenomatous_Polyposis_Coli Rheumatoid_Arthritis Breast_Carcinoma Liver_neoplasms Testicular_Neoplasms Mammary_Neoplasms Autoimmune_Diseases melanoma Differentiated_Thyroid_Gland_Carcinoma Pituitary_Neoplasms Nephroblastoma Herpes_Simplex_Infections Fibroadenoma Prostate_carcinoma Seminoma Stomach_Carcinoma Disseminated_Malignant_Neoplasm Malignant_neoplasm_of_stomach Stomach_Neoplasms Breast_Diseases Malignant_Glioma Metastatic_malignant_neoplasm_to_brain Carcinoma_of_lung Placental_Choriocarcinoma Ovarian_Carcinoma Hepatocarcinogenesis HYPERTRICHOSIS,_CONGENITAL_GENERALIZED Pancreatic_Ductal_Adenocarcinoma Iodide_transport_defect Central_neuroblastoma Malignant_neoplasm_of_colon_stage_IV Adenocarcinoma Tumor_Progression ovarian_neoplasm Adenoma Diabetic_Neuropathies Malignant_neoplasm_of_thyroid Nasopharyngeal_carcinoma Retinoblastoma Papillary_thyroid_carcinoma Pancreatic_Neoplasm Thyroid_Nodule Leukemia,_Myelocytic,_Acute Follicular_thyroid_carcinoma Thyroid_carcinoma Anaplastic_carcinoma Prostatic_Neoplasms Thyroid_Diseases colon_cancer_liver_metastasis Malignant_Head_and_Neck_Neoplasm Neuroendocrine_Tumors Colonic_Neoplasms Anaplasia Primary_malignant_neoplasm_of_lung Neuroblastoma Squamous_cell_carcinoma Adenocarcinoma_of_prostate Malignant_tumor_of_colon Non-Small_Cell_Lung_Carcinoma Colorectal_Cancer Teratoma Multiple_Myeloma Colon_Carcinoma Papillary_Thyroid_Microcarcinoma Graves_Disease Familial_medullary_thyroid_carcinoma Malignant_neoplasm_of_lung Pancreatic_carcinoma Rat_Adrenal_Gland_Pheochromocytoma Nodule Vesicular_Stomatitis
RAD17	SPERMATOGENESIS	Seminoma Carcinoma_of_lung Head_and_Neck_Neoplasms Lip_and_Oral_Cavity_Carcinoma Carcinogenesis Lung_Neoplasms Malignant_neoplasm_of_lung Breast_Carcinoma Fibrosarcoma Primary_malignant_neoplasm_of_lung Squamous_cell_carcinoma_of_the_head_and_neck Ataxia Malignant_neoplasm_of_pancreas Cerebellar_Ataxia Colon_Carcinoma Pancreatic_carcinoma Malignant_neoplasm_of_breast Secondary_malignant_neoplasm_of_lymph_node Malignant_Head_and_Neck_Neoplasm Malignant_neoplasm_of_mouth Non-Small_Cell_Lung_Carcinoma
OXT	KRAS_SIGNALING_DN	Antisocial_Personality_Disorder GALACTOSIALIDOSIS Major_Depressive_Disorder Kaposi_Sarcoma Seasonal_Affective_Disorder Post-Traumatic_Stress_Disorder Asthma Osteosarcoma_of_bone Borderline_Personality_Disorder Mental_Depression Subfertility Adenocarcinoma Neurodevelopmental_Disorders Phobia,_Social Squamous_cell_carcinoma Severe_Combined_Immunodeficiency Ovarian_Carcinoma Eczema Pain Pervasive_Development_Disorder Hypertensive_disease Malignant_neoplasm_of_ovary Developmental_Disabilities Neuroendocrine_Tumors Dermatologic_disorders Malignant_neoplasm_of_lung Carcinoma_of_lung Diabetes_Insipidus Prostate_carcinoma Abnormal_behavior Alzheimer's_Disease Obesity Psychological_symptom Osteosarcoma Ritual_compulsion Depression,_Postpartum Holoprosencephaly Acquired_Immunodeficiency_Syndrome Psychotic_symptom Unipolar_Depression Anxiety_state Autistic_Disorder Antisocial_behavior Perinatal_depression_in_mother Anorexia_Nervosa Neuroblastoma Breast_Carcinoma Huntington_Disease Dermatitis,_Atopic Depressive_disorder Dehydration Central_neuroblastoma Anorexia Malignant_neoplasm_of_prostate Fragile_X_Syndrome Mixed_anxiety_and_depressive_disorder Pituitary_Diseases Schizophrenia Anxiety Mood_Disorders Dwarfism Anxiety_Disorders Autism_Spectrum_Disorders androgen_independent_prostate_cancer Small_cell_carcinoma_of_lung Emotional_Stress Mental_disorders Mammary_Neoplasms Primary_malignant_neoplasm_of_lung Adenocarcinoma_Of_Esophagus NEUROTICISM Nephrogenic_Diabetes_Insipidus Social_Anxiety Barrett_Esophagus Nonorganic_psychosis Epithelial_ovarian_cancer Psychotic_Disorders Attention_deficit_hyperactivity_disorder Choriocarcinoma Premature_Obstetric_Labor Down_Syndrome Malignant_neoplasm_of_breast
BPNT1	GLYCOLYSIS	
ARHGAP10	MITOTIC_SPINDLE	Malignant_neoplasm_of_breast Breast_Carcinoma Malignant_neoplasm_of_ovary Ovarian_Carcinoma Invasive_carcinoma_of_breast
TCN2	P53_PATHWAY	Deficiency_anemias Chagas_Disease Ulcerative_Colitis Glioblastoma_Multiforme Kidney_Failure,_Chronic Conotruncal_defect Coronary_heart_disease Congenital_defects Mesothelioma Chronic_kidney_disease_stage_5 Congenital_Abnormality Meningioma Neural_Tube_Defects Cerebrovascular_Disorders Crohn_Disease Colorectal_Carcinoma Glioblastoma Cerebrovascular_accident Cerebral_Aneurysm Ischemic_stroke leukemia Transcobalamin_II_deficiency Colorectal_Cancer Primary_central_nervous_system_lymphoma Obesity Embryonal_Carcinoma Anemia,_Megaloblastic Intracranial_Aneurysm Meningioma,_benign,_no_ICD-O_subtype Autoimmune_gastritis Congenital_omphalocele Cleft_Lip_with_or_without_Cleft_Palate Cognition_Disorders Anemia,_Pernicious
BCR	MITOTIC_SPINDLE	Carcinogenesis Waldenstrom_Macroglobulinemia Rheumatoid_Arthritis ovarian_neoplasm DiGeorge_Syndrome Bipolar_Disorder Precursor_T-Cell_Lymphoblastic_Leukemia-Lymphoma Prader-Willi_Syndrome Adult_B_Acute_Lymphoblastic_Leukemia Lymphoma Adult_Acute_Myeloblastic_Leukemia Immunoblastic_Large-Cell_Lymphoma Cardiovascular_Diseases Malignant_neoplasm_of_breast Hodgkin_Disease Splanchnic_vein_thrombosis Pre_B-cell_acute_lymphoblastic_leukemia Acute_biphenotypic_leukemia Skin_lesion Primary_central_nervous_system_lymphoma Diabetic_Nephropathy MIXED_LINEAGE_LEUKEMIA Autoimmune_Diseases Liver_Cirrhosis Adult_Acute_Lymphocytic_Leukemia Precursor_cell_lymphoblastic_lymphoma Ph-Like_Acute_Lymphoblastic_Leukemia Multiple_Myeloma Progressive_cGVHD Acute_respiratory_failure Primary_amyloidosis Myeloid_neoplasm Lupus_Vulgaris Kaposi_Sarcoma Granulocytosis Neuroblastoma Schistosomiasis Myelodysplasia Myeloid_and_Lymphoid_Neoplasms_with_FGFR1_Rearrangement Unipolar_Depression Myeloid_Leukemia Lymphoid_leukemia Hematopoietic_Neoplasms melanoma Hematological_Disease Milroy_Disease Diabetes_Mellitus Malignant_neoplasm_of_lung Precursor_B-cell_lymphoblastic_leukemia Diabetes_Mellitus,_Non-Insulin-Dependent Malignant_neoplasm_of_prostate Solid_Neoplasm Breast_Carcinoma Polycythemia_Vera Juvenile_Myelomonocytic_Leukemia Treatment_related_leukaemia Cardiac_Lymphoma Rhabdoid_Tumor Central_neuroblastoma Trisomy Childhood_B_Acute_Lymphoblastic_Leukemia_with_t(9;22)(q34.1;q11.2);_BCR-ABL1 MYELODYSPLASTIC_SYNDROME Childhood_Acute_Myeloid_Leukemia Lymphoid_hyperplasia Infant_Leukemia Glioblastoma Hyperactive_behavior Major_Depressive_Disorder Nephroblastoma Lymphoproliferative_Disorders Multiple_Sclerosis Leukemia,_T-Cell Chronic_graft-versus-host_disease Acute_Undifferentiated_Leukemia Childhood_Acute_Lymphoblastic_Leukemia Recurrent_Adult_Acute_Lymphoblastic_Leukemia Lupus_Erythematosus Leukemia,_Myeloid,_Chronic,_Atypical,_BCR-ABL_Negative Myelodysplastic-Myeloproliferative_Diseases Precursor_B-Cell_Lymphoblastic_Leukemia-Lymphoma Thrombocytosis High_grade_T-cell_lymphoma Atherosclerosis Acute_myelomonocytic_leukemia Epstein-Barr_Virus_Infections Hepatitis,_Chronic Malignancy CAMPOMELIC_DYSPLASIA Acute_Erythroblastic_Leukemia Amyloidosis Stereotyped_Behavior Rheumatic_Fever Lymphocytosis Pure_Red-Cell_Aplasia Leukemia,_Myelomonocytic,_Chronic Diffuse_Large_B-Cell_Lymphoma Leukemogenesis Philadelphia_chromosome-positive_acute_lymphoblastic_leukemia Non-Hematologic_Malignancy Childhood_Leukemia Adult_T-Cell_Lymphoma/Leukemia Influenza Fibroid_Tumor Supratentorial_Embryonal_Tumor,_Not_Otherwise_Specified Philadelphia_chromosome_positive_chronic_myelogenous_leukemia Lymphoma,_Follicular Acute_Megakaryocytic_Leukemias Isochromosomes Thrombocythemia,_Essential Chronic_myelogenous_leukemia,_BCR/ABL_positive Stereotypic_Movement_Disorder Agammaglobulinemia Eosinophilia Liver_carcinoma Treatment_related_acute_myeloid_leukaemia Colorectal_Cancer Meningioma Primary_malignant_neoplasm Progressive_Neoplastic_Disease Colorectal_Carcinoma Anemia Leukoencephalopathy,_Progressive_Multifocal Leukemia,_Myelocytic,_Acute Lymphoma,_Non-Hodgkin Chronic_Neutrophilic_Leukemia Mammary_Neoplasms Neoplasms Arteriosclerosis Leukemia_secondary Oropharyngeal_candidiasis Acute_lymphocytic_leukemia Promyelocytic_leukemia Primary_biliary_cirrhosis Gastrointestinal_Stromal_Tumors Hematologic_Neoplasms Uterine_Fibroids FANCONI_ANEMIA,_COMPLEMENTATION_GROUP_A_(disorder) Neoplasm,_Residual Eosinophilic_leukemia Burkitt_Lymphoma Chronic_Lymphocytic_Leukemia Philadelphia_chromosome_negative_chronic_myelogenous_leukemia Myeloproliferative_disease Eosinophilic_disorder Chromosome_8,_trisomy leukemia Myeloid_Metaplasia refractory_CML Lupus_Erythematosus,_Discoid Monosomy Carcinoma_of_lung Chronic_eosinophilic_leukemia Granulocytic_Sarcoma Monocytosis Chronic_myeloproliferative_disorder Myeloid_Leukemia,_Chronic Mixed_phenotype_acute_leukemia Ewings_sarcoma Fanconi_Anemia Primary_malignant_neoplasm_of_lung Chronic_leukemia_(category) Congenital_chromosomal_disease Malignant_Neoplasms Acute_Promyelocytic_Leukemia Common_Variable_Immunodeficiency Thrombocytopenia Blast_Phase Malignant_lymphoma,_lymphocytic,_intermediate_differentiation,_diffuse Fragile_X_Syndrome Immunologic_Deficiency_Syndromes B_Acute_Lymphoblastic_Leukemia_with_t(9;22)(q34.1;q11.2);_BCR-ABL1 Diabetes Medulloblastoma Myelofibrosis Kidney_Failure,_Acute Leukemia,_Myeloid,_Chronic-Phase Therapy-related_myelodysplastic_syndrome Precursor_Cell_Lymphoblastic_Leukemia_Lymphoma Acute_leukemia Retinoic_acid_syndrome Abetalipoproteinemia Lymphoepithelioid_lymphoma_(clinical) Lupus_Erythematosus,_Systemic Primary_Myelofibrosis Refractory_cancer HEMOPHAGOCYTIC_LYMPHOHISTIOCYTOSIS,_FAMILIAL,_2 Neurofibromatosis_2 Leukemia,_Plasma_Cell B-Cell_Lymphomas Undifferentiated_leukemia Pdgfra-Associated_Chronic_Eosinophilic_Leukemia Neuropathy Aniridia
DNMBP	KRAS_SIGNALING_UP	Alzheimer_Disease,_Late_Onset Alzheimer's_Disease
DFFA	APOPTOSIS	Central_neuroblastoma Malignant_neoplasm_of_urinary_bladder Breast_Carcinoma Germ_cell_tumor Bladder_Neoplasm Esophageal_carcinoma Carcinoma_of_bladder Squamous_cell_carcinoma_of_esophagus stage,_neuroblastoma Neuroblastoma Secondary_malignant_neoplasm_of_lymph_node Malignant_neoplasm_of_breast Keloid Bacteremia_due_to_Staphylococcus_aureus
LRRC8C	IL2_STAT5_SIGNALING	
ERCC8	DNA_REPAIR	Malignant_neoplasm_of_stomach Chronic_myeloproliferative_disorder MYELODYSPLASTIC_SYNDROME Infection_caused_by_Helicobacter_pylori leukemia Cockayne_Syndrome,_Type_I Gastritis,_Atrophic CRANIOSYNOSTOSIS,_TYPE_2 Cockayne_Syndrome,_Type_II Cockayne_Syndrome Neoplasm_Metastasis Parasitemia Herpes_Simplex_Infections Malaria Myeloproliferative_disease Premature_aging_syndrome Stomach_Carcinoma UV-Sensitive_Syndrome
APOBEC3F	COMPLEMENT	Malignant_neoplasm_of_prostate HIV_Infections Hepatitis_B Pneumocystis_jiroveci_pneumonia Global_developmental_delay AIDS_(Disease) Prostate_carcinoma Immunologic_Deficiency_Syndromes Developmental_delay_(disorder)
CD99	APICAL_JUNCTION	TARSAL-CARPAL_COALITION_SYNDROME Multiple_Myeloma Hepatitis Toxoplasmosis Neuroblastoma Familial_Alzheimer_Disease_(FAD) Round_cell_sarcoma Precursor_Cell_Lymphoblastic_Leukemia_Lymphoma Dentatorubral-Pallidoluysian_Atrophy Precursor_cell_lymphoblastic_lymphoma Astrocytoma Schizophrenia Neoplasm_Metastasis Ewings_sarcoma Congenital_infectious_disease Prostate_carcinoma Hodgkin_Disease Chromosome_8,_trisomy Adenocarcinoma Malignant_neoplasm_of_breast Lymphoma Congenital_chromosomal_disease Extraosseous_Ewings_sarcoma-primitive_neuroepithelial_tumor Gastric_Adenocarcinoma Childhood_Acute_Lymphoblastic_Leukemia Granulocytic_Sarcoma Leukemia,_Myelocytic,_Acute Ewings_sarcoma-primitive_neuroectodermal_tumor_(PNET) Primary_biliary_cirrhosis Lymphoid_neoplasm Bone_neoplasms Ewing_Sarcoma/Peripheral_Primitive_Neuroectodermal_Tumor Carcinoma,_Transitional_Cell Transitional_cell_carcinoma_of_bladder Classical_Hodgkin's_Lymphoma Leukemogenesis Clear_Cell_Sarcoma_of_Soft_Tissue MYELODYSPLASTIC_SYNDROME Hepatitis_B,_Chronic Round_cell_tumor synovial_sarcoma Large_cell_neuroendocrine_carcinoma Secondary_malignant_neoplasm_of_bone Rhabdomyosarcoma Central_neuroblastoma X-linked_agammaglobulinemia Pneumococcal_Infections Pilocytic_Astrocytoma Inflammatory_Bowel_Diseases Neuroepithelioma,_Peripheral Stomach_Carcinoma RETINOSCHISIS_1,_X-LINKED,_JUVENILE blastema_predominant_Wilms'_tumor Carcinoma_of_bladder Non-Small_Cell_Lung_Carcinoma Myeloproliferative_disease Precursor_T-Cell_Lymphoblastic_Leukemia-Lymphoma XX_males Malignant_neoplasm_of_prostate Askin's_tumor Hereditary_pancreatitis Hepatitis_C Undifferentiated_Neuroblastoma Hepatitis_A Erythroblastosis Schizoaffective_Disorder B_Lymphoblastic_Lymphoma Carcinoma,_Neuroendocrine Olfactory_Neuroblastoma Sinonasal_undifferentiated_carcinoma 46,_XY_female Virus_Diseases Osteosarcoma_of_bone Carcinogenesis Tumor_Progression Osteosarcoma leukemia Chondrodysplasia_Punctata Neuroectodermal_Tumor,_Primitive Small_cell_osteosarcoma Undifferentiated_(Embryonal)_Sarcoma Breast_Carcinoma Immunologic_Deficiency_Syndromes Sarcoma Nephroblastoma
EZH1	HEME_METABOLISM	Multiple_Myeloma Malignant_neoplasm_of_prostate Astrocytoma Malignant_Neoplasms Neoplasms Prostate_carcinoma
P2RY4	KRAS_SIGNALING_DN	Central_neuroblastoma Neuroblastoma Irritable_Bowel_Syndrome Alzheimer's_Disease Pancreatic_Ductal_Adenocarcinoma Squamous_cell_carcinoma_of_tongue Congestive_heart_failure
ZNF112	KRAS_SIGNALING_DN	
SOCS5	ALLOGRAFT_REJECTION	Uveitis Dermatitis,_Atopic Filarial_Elephantiases Anaplastic_thyroid_carcinoma Eczema Autoimmune_Diseases
NFAT5	TNFA_SIGNALING_VIA_NFKB	Autoimmune_Diseases Diabetic_Nephropathy Atherosclerosis Ataxia,_Spinocerebellar Hypertensive_disease Hyperglycemia Rheumatoid_Arthritis Malignant_neoplasm_of_breast Breast_Carcinoma Pregnancy_Complications Uterine_Fibroids leukemia Arthritis Chronic_arthritis Primary_immune_deficiency_disorder Neoplasm_Metastasis Immunologic_Deficiency_Syndromes Spinocerebellar_Ataxia_Type_4 Cocaine_Dependence PARKINSON_DISEASE,_LATE-ONSET Arteriosclerosis Fibroid_Tumor
ASL	XENOBIOTIC_METABOLISM	Liver_neoplasms Malignant_neoplasm_of_liver Glioblastoma Liver_and_Intrahepatic_Biliary_Tract_Carcinoma Urea_Cycle_Disorders,_Inborn Autistic_Disorder Acute_hepatitis Hepatitis_B Hyperammonemia Intellectual_Disability Argininosuccinic_Aciduria Necrotizing_enterocolitis_in_fetus_OR_newborn Acute_type_B_viral_hepatitis Glioblastoma_Multiforme Mental_Retardation Necrotizing_Enterocolitis
FKBP14	UNFOLDED_PROTEIN_RESPONSE	Kyphoscoliosis_deformity_of_spine Cervix_carcinoma EHLERS-DANLOS_SYNDROME,_KYPHOSCOLIOTIC_TYPE,_2 Ehlers-Danlos_Syndrome Sensorineural_Hearing_Loss_(disorder) cervical_cancer Malignant_neoplasm_of_ovary Malignant_tumor_of_cervix Mucopolysaccharidosis_IV Ovarian_Carcinoma
SLC38A1	G2M_CHECKPOINT	Adenoma Anxiety Carcinoma_of_bladder Liver_carcinoma Schizophrenia Hyperoxaluria Prostate_carcinoma Refractive_Errors Malignant_neoplasm_of_breast Multiple_Myeloma Anxiety_Disorders Breast_Carcinoma Endometriosis Fast_acetylator_due_to_N-acetyltransferase_enzyme_variant Malignant_neoplasm_of_prostate
NCAPH2	FATTY_ACID_METABOLISM	Alzheimer's_Disease
NAGK	HYPOXIA	
BMP2K	HEME_METABOLISM	
VCPIP1	COMPLEMENT	
KLK2	ANDROGEN_RESPONSE	Glioma Diabetes Carcinoma_of_lung Prostate_carcinoma PACHYONYCHIA_CONGENITA_3 Adenocarcinoma Diabetes_Mellitus Localized_Malignant_Neoplasm Breast_Carcinoma Localized_Carcinoma Neoplasm_Metastasis Secondary_malignant_neoplasm_of_bone Benign_Prostatic_Hyperplasia Primary_malignant_neoplasm_of_lung Acute_myocardial_infarction Malignant_neoplasm_of_breast Malignant_neoplasm_of_prostate Malignant_neoplasm_of_lung
OXSR1	REACTIVE_OXIGEN_SPECIES_PATHWAY	Schizophrenia Hypertensive_disease
GLI1	HEDGEHOG_SIGNALING	Uterine_Fibroids Medulloblastoma Adenocarcinoma Atrial_Premature_Complexes Celiac_Disease Craniosynostosis aggressive_cancer Hereditary_hemochromatosis Malignant_neoplasm_of_stomach Malignant_neoplasm_of_lung Failure_to_Thrive Mental_disorders Colorectal_Cancer Liver_carcinoma Chronic_Lymphocytic_Leukemia Metastatic_Neoplasm Chondromatosis,_Synovial Colon_Carcinoma Carcinoid_Tumor Rhabdoid_Tumor Anaplastic_thyroid_carcinoma Central_Serous_Chorioretinopathy Triple_Negative_Breast_Neoplasms Rhabdomyosarcoma Pancreatic_intraepithelial_neoplasia Glioma Embryonal_Rhabdomyosarcoma Embryonal_Carcinoma Carcinoma_of_bladder Breast_Carcinoma SVEINSSON_CHORIORETINAL_ATROPHY Sarcoma Soft_Tissue_Neoplasms Chronic_graft-versus-host_disease Squamous_cell_carcinoma_of_esophagus Malignant_neoplasm_of_gallbladder Malignant_Glioma Ataxia_Telangiectasia Plexiform_Neurofibroma Carcinogenesis Leukemia,_Myelocytic,_Acute Burkitt_Lymphoma Colorectal_Neoplasms Myxoid/Round_Cell_Liposarcoma Pancreatic_carcinoma Degenerative_polyarthritis Monoclonal_Gammopathy_of_Undetermined_Significance Gallbladder_Carcinoma Developmental_Disabilities Skin_Neoplasms Synovial_osteochondromatosis Adenocarcinoma_of_colon Malignant_neoplasm_of_liver Granuloma_Annulare precancerous_lesions Malignant_Neoplasms Glioblastoma Desmoplastic Primary_malignant_neoplasm_of_lung Chondrosarcoma Secondary_malignant_neoplasm_of_lung Rheumatoid_Arthritis Failure_to_thrive_in_infant Esophageal_Neoplasms Gastrointestinal_Stromal_Tumors Endometrial_Carcinoma Mammary_Tumorigenesis Non-Small_Cell_Lung_Carcinoma Brain_Neoplasms Malignant_tumor_of_colon Glioblastoma_Multiforme Malignant_Pleural_Mesothelioma melanoma Tumor_Initiation Pancreatic_carcinoma_resectable Pancreatitis,_Chronic Carcinoma_breast_stage_IV Pulmonary_Fibrosis Malignant_neoplasm_of_breast Colorectal_Carcinoma Trichoepithelioma Prostate_carcinoma Dermatologic_disorders Pediatric_failure_to_thrive Pancreatic_Neoplasm Osteosarcoma Neoplasms Greig_cephalopolysyndactyly_syndrome Fibroid_Tumor Childhood_Glioblastoma MICROPHTHALMIA,_SYNDROMIC_7 Hyperplastic_Polyp intracranial_glioma Basal_Cell_Nevus_Syndrome Neoplasm_Metastasis Ulcerative_Colitis Malignant_neoplasm_of_pancreas Cancer_Cell_Growth Malignant_neoplasm_of_prostate Secondary_malignant_neoplasm_of_lymph_node Parkinson_Disease Malignant_neoplasm_of_esophagus cervical_cancer Liver_neoplasms Multiple_malignancy Carcinoma_of_lung Cerebellar_Neoplasms Herpes_Simplex_Infections Ovarian_Carcinoma Metastatic_melanoma Tumor_Progression Invasive_Ductal_Breast_Carcinoma Squamous_cell_carcinoma Rash_and_Dermatitis_Adverse_Event_Associated_with_Chemoradiation Alzheimer's_Disease Central_neuroblastoma Multiple_Myeloma Neurofibromatosis_1 Uveal_melanoma Adenoma Liposarcoma,_Myxoid Squamous_cell_carcinoma_of_the_head_and_neck ovarian_neoplasm Malignant_neoplasm_of_urinary_bladder Malignant_tumor_of_cervix Renal_fibrosis Pituitary_Adenoma Malignant_neoplasm_of_ovary Primary_malignant_neoplasm TARSAL-CARPAL_COALITION_SYNDROME Sarcoidosis Neurilemmoma Diffuse_Large_B-Cell_Lymphoma Biliary_Tract_Cancer Adenocarcinoma_of_pancreas Cutaneous_sarcoidosis Necrobiosis_Lipoidica_Diabeticorum Colitis Inflammatory_Breast_Carcinoma Esophageal_carcinoma Epithelial_ovarian_cancer Pancreatic_Ductal_Adenocarcinoma Ewings_sarcoma Nevus_sebaceous MYELODYSPLASTIC_SYNDROME Trisomy Squamous_cell_carcinoma_of_lung Rhabdomyoma Metastasis_from_malignant_tumor_of_prostate Hepatitis_B Adenocarcinoma_Of_Esophagus Malignant_neoplasm_of_skin Bladder_Neoplasm Carcinoid_tumor_no_ICD-O_subtype Liver_and_Intrahepatic_Biliary_Tract_Carcinoma Mammary_Neoplasms Hirschsprung_Disease Small_cell_carcinoma_of_lung Anaplastic_large_cell_lymphoma,_ALK_negative Atypical_Endometrial_Hyperplasia Primary_Carcinoma Inflammatory_Bowel_Diseases Stromal_Neoplasm Intervertebral_Disc_Degeneration Ellis-Van_Creveld_Syndrome Postaxial_polydactyly_type_A Experimental_Organism_Basal_Cell_Carcinoma Metastatic_Prostate_Carcinoma Adenoma_of_large_intestine Cervix_carcinoma Uterine_Corpus_Cancer Neuroblastoma Malignant_neoplasm_of_endometrium Carcinoma,_Neuroendocrine Malignant_Squamous_Cell_Neoplasm Jaw_Keratocyst Ciliopathies Childhood_Medulloblastoma Adult_Glioblastoma Familial_multiple_trichoepitheliomata Patent_ductus_arteriosus Idiopathic_hypogonadotropic_hypogonadism Osteosarcoma_of_bone Stomach_Carcinoma Multiple_Sclerosis Mesothelioma Encephalomyelitis T-Cell_Lymphoma Hepatoblastoma Malignant_lymphoma,_lymphocytic,_intermediate_differentiation,_diffuse
